query,runtime (ms),db,engine
SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 WHERE BUSINESSalias0.RATING > 4.5 ;,55.692195892333984,yelp,mysql
"SELECT COUNT( DISTINCT ( TIPalias0.TEXT ) ) FROM TIP AS TIPalias0 , USER AS USERalias0 WHERE TIPalias0.YEAR = 2010 AND USERalias0.NAME = ""Michelle"" AND USERalias0.USER_ID = TIPalias0.USER_ID ;",270.366907119751,yelp,mysql
"SELECT COUNT( DISTINCT ( TIPalias0.TEXT ) ) FROM TIP AS TIPalias0 , USER AS USERalias0 WHERE TIPalias0.MONTH = ""April"" AND USERalias0.NAME = ""Michelle"" AND USERalias0.USER_ID = TIPalias0.USER_ID ;",282.2399139404297,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 WHERE BUSINESSalias0.STATE = ""Texas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" ;",46.71287536621094,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 WHERE BUSINESSalias0.CITY = ""Dallas"" AND BUSINESSalias0.RATING > 3.5 AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""Bars"" ;",46.365976333618164,yelp,mysql
"SELECT COUNT( DISTINCT ( USERalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE BUSINESSalias0.CITY = ""Dallas"" AND BUSINESSalias0.NAME = ""Texas de Brazil"" AND BUSINESSalias0.STATE = ""Texas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",46.30613327026367,yelp,mysql
"SELECT COUNT( DISTINCT ( USERalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE BUSINESSalias0.NAME = ""Bistro Di Napoli"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND REVIEWalias0.YEAR = 2015 AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",742.9168224334717,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , NEIGHBORHOOD AS NEIGHBORHOODalias0 WHERE BUSINESSalias0.CITY = ""Dallas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND NEIGHBORHOODalias0.NEIGHBORHOOD_NAME = ""Hazelwood"" ;",20.46370506286621,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.BUSINESS_ID ) ) FROM BUSINESS AS BUSINESSalias0 WHERE BUSINESSalias0.CITY = ""Dallas"" AND BUSINESSalias0.NAME = ""Starbucks"" AND BUSINESSalias0.STATE = ""Texas"" ;",16.504764556884766,yelp,mysql
"SELECT BUSINESSalias0.REVIEW_COUNT FROM BUSINESS AS BUSINESSalias0 WHERE BUSINESSalias0.NAME = ""Acacia Cafe"" ;",12.023210525512695,yelp,mysql
"SELECT COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) FROM BUSINESS AS BUSINESSalias0 , REVIEW AS REVIEWalias0 WHERE BUSINESSalias0.NAME = ""Acacia Cafe"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID ;",988.3718490600586,yelp,mysql
"SELECT AVG ( CHECKINalias0.COUNT ) , CHECKINalias0.DAY FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CHECKIN AS CHECKINalias0 WHERE BUSINESSalias0.NAME = ""Barrio Cafe"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND CHECKINalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID GROUP BY CHECKINalias0.DAY ;",51.60808563232422,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , NEIGHBORHOOD AS NEIGHBORHOODalias0 WHERE BUSINESSalias0.CITY = ""Madison"" AND NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND NEIGHBORHOODalias0.NEIGHBORHOOD_NAME = ""Stone Meadows"" ;",19.562959671020508,yelp,mysql
"SELECT COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) FROM REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE USERalias0.NAME = ""Adrienne"" AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",1664.381980895996,yelp,mysql
"SELECT COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) FROM REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE REVIEWalias0.MONTH = ""March"" AND REVIEWalias0.YEAR = 2014 AND USERalias0.NAME = ""Michelle"" AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",1553.6959171295166,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND REVIEWalias0.YEAR = 2010 AND USERalias0.NAME = ""Michelle"" AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",1243.9122200012207,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE BUSINESSalias0.CITY = ""San Diego"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND REVIEWalias0.YEAR = 2010 AND USERalias0.NAME = ""Christine"" AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",992.0668601989746,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.BUSINESS_ID ) ) FROM BUSINESS AS BUSINESSalias0 WHERE BUSINESSalias0.CITY = ""Los Angeles"" AND BUSINESSalias0.NAME = ""Target"" ;",21.06189727783203,yelp,mysql
"SELECT COUNT( DISTINCT ( USERalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE BUSINESSalias0.CITY = ""Dallas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""Irish Pub"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",58.73608589172363,yelp,mysql
SELECT AVG ( REVIEWalias0.RATING ) FROM REVIEW AS REVIEWalias0 WHERE REVIEWalias0.YEAR = 2014 ;,848.8519191741943,yelp,mysql
"SELECT COUNT( DISTINCT ( USERalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE BUSINESSalias0.NAME = ""Vintner Grill"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND REVIEWalias0.YEAR = 2010 AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",1162.787914276123,yelp,mysql
"SELECT COUNT( DISTINCT ( USERalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE BUSINESSalias0.NAME = ""Vintner Grill"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""category_name0"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND REVIEWalias0.YEAR = 2010 AND USERalias0.USER_ID = REVIEWalias0.USER_ID ;",64.61310386657715,yelp,mysql
"SELECT SUM( BUSINESSalias0.REVIEW_COUNT ) FROM BUSINESS AS BUSINESSalias0 , NEIGHBORHOOD AS NEIGHBORHOODalias0 WHERE NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND NEIGHBORHOODalias0.NEIGHBORHOOD_NAME = ""South Summerlin"" ;",46.742916107177734,yelp,mysql
"SELECT COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) FROM BUSINESS AS BUSINESSalias0 , NEIGHBORHOOD AS NEIGHBORHOODalias0 , REVIEW AS REVIEWalias0 WHERE NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND NEIGHBORHOODalias0.NEIGHBORHOOD_NAME = ""South Summerlin"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID ;",2964.3867015838623,yelp,mysql
"SELECT COUNT( DISTINCT ( USERalias0.NAME ) ) FROM USER AS USERalias0 WHERE USERalias0.NAME = ""Michelle"" ;",91.3231372833252,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 WHERE CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" ;",42.47784614562988,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.CITY ) ) FROM BUSINESS AS BUSINESSalias0 WHERE BUSINESSalias0.NAME = ""Panda Express"" ;",23.128271102905273,yelp,mysql
"SELECT COUNT( DISTINCT ( TIPalias0.TEXT ) ) FROM TIP AS TIPalias0 , USER AS USERalias0 WHERE USERalias0.NAME = ""Michelle"" AND USERalias0.USER_ID = TIPalias0.USER_ID ;",621.7100620269775,yelp,mysql
"SELECT SUM( CHECKINalias0.COUNT ) FROM BUSINESS AS BUSINESSalias0 , CHECKIN AS CHECKINalias0 , NEIGHBORHOOD AS NEIGHBORHOODalias0 WHERE CHECKINalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND NEIGHBORHOODalias0.NEIGHBORHOOD_NAME = ""Brighton Heights"" ;",128.32283973693848,yelp,mysql
"SELECT SUM( CHECKINalias0.COUNT ) FROM CHECKIN AS CHECKINalias0 WHERE CHECKINalias0.DAY = ""Sunday"" ;",64.73779678344727,yelp,mysql
"SELECT COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) FROM REVIEW AS REVIEWalias0 WHERE REVIEWalias0.MONTH = ""March"" ;",13201.11107826233,yelp,mysql
"SELECT COUNT( DISTINCT ( TIPalias0.TEXT ) ) , TIPalias0.MONTH FROM TIP AS TIPalias0 GROUP BY TIPalias0.MONTH ;",1599.8358726501465,yelp,mysql
"SELECT COUNT( DISTINCT ( NEIGHBORHOODalias0.NEIGHBORHOOD_NAME ) ) FROM BUSINESS AS BUSINESSalias0 , NEIGHBORHOOD AS NEIGHBORHOODalias0 WHERE BUSINESSalias0.CITY = ""Madison"" AND BUSINESSalias0.RATING = 5 AND NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID ;",23.49996566772461,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 WHERE BUSINESSalias0.STATE = ""Texas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""Moroccan"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""restaurant"" ;",48.937082290649414,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 WHERE CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""Thai"" ORDER BY BUSINESSalias0.REVIEW_COUNT DESC LIMIT 1 ;",129.80890274047852,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 , REVIEW AS REVIEWalias0 WHERE CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""Thai"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID GROUP BY BUSINESSalias0.NAME ORDER BY COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) DESC LIMIT 1;",39.26801681518555,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CHECKIN AS CHECKINalias0 WHERE CHECKINalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID GROUP BY BUSINESSalias0.NAME ORDER BY SUM( CHECKINalias0.COUNT ) DESC LIMIT 1 ;",492.18201637268066,yelp,mysql
"SELECT USERalias0.NAME FROM REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE USERalias0.USER_ID = REVIEWalias0.USER_ID GROUP BY USERalias0.NAME ORDER BY COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) DESC LIMIT 1 ;",42860.63003540039,yelp,mysql
"SELECT USERalias0.USER_ID FROM REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE USERalias0.USER_ID = REVIEWalias0.USER_ID GROUP BY USERalias0.USER_ID ORDER BY COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) DESC LIMIT 1 ;",46513.39793205261,yelp,mysql
"SELECT NEIGHBORHOODalias0.NEIGHBORHOOD_NAME FROM BUSINESS AS BUSINESSalias0 , NEIGHBORHOOD AS NEIGHBORHOODalias0 WHERE BUSINESSalias0.CITY = ""Madison"" AND NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID GROUP BY NEIGHBORHOODalias0.NEIGHBORHOOD_NAME ORDER BY COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) DESC LIMIT 1 ;",58.960914611816406,yelp,mysql
"SELECT NEIGHBORHOODalias0.NEIGHBORHOOD_NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 , NEIGHBORHOOD AS NEIGHBORHOODalias0 WHERE BUSINESSalias0.CITY = ""Madison"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""Italian"" AND NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID ORDER BY BUSINESSalias0.RATING DESC LIMIT 1 ;",64.01920318603516,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 WHERE BUSINESSalias0.CITY = ""Dallas"" AND BUSINESSalias0.RATING > 3.5 AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""Mexican"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""restaurant"" ;",53.755760192871094,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 WHERE BUSINESSalias0.CITY = ""Dallas"" AND BUSINESSalias0.STATE = ""Texas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""Valet Service"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""restaurant"" ;",53.05981636047363,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 , NEIGHBORHOOD AS NEIGHBORHOODalias0 WHERE BUSINESSalias0.CITY = ""Madison"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""Italian"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""restaurant"" AND NEIGHBORHOODalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND NEIGHBORHOODalias0.NEIGHBORHOOD_NAME = ""Meadowood"" ;",56.69093132019043,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 WHERE BUSINESSalias0.CITY = ""Los Angeles"" AND BUSINESSalias0.RATING > 3 AND BUSINESSalias0.REVIEW_COUNT > 30 AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""Bars"" ;",54.025888442993164,yelp,mysql
"SELECT COUNT( DISTINCT ( BUSINESSalias0.NAME ) ) FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 WHERE BUSINESSalias0.CITY = ""Edinburgh"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""Egyptian"" ;",56.59794807434082,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 WHERE BUSINESSalias0.CITY = ""Dallas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""Italian"" ORDER BY BUSINESSalias0.RATING DESC LIMIT 1 ;",58.75897407531738,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 WHERE BUSINESSalias0.CITY = ""Dallas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""Indian"" ORDER BY BUSINESSalias0.REVIEW_COUNT DESC LIMIT 1 ;",59.516191482543945,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 , CATEGORY AS CATEGORYalias1 , REVIEW AS REVIEWalias0 WHERE BUSINESSalias0.CITY = ""Dallas"" AND CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias0.CATEGORY_NAME = ""restaurant"" AND CATEGORYalias1.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND CATEGORYalias1.CATEGORY_NAME = ""Indian"" AND REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID GROUP BY BUSINESSalias0.NAME ORDER BY COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) DESC LIMIT 1;",58.32791328430176,yelp,mysql
"SELECT USERalias0.NAME FROM REVIEW AS REVIEWalias0 , USER AS USERalias0 WHERE USERalias0.USER_ID = REVIEWalias0.USER_ID GROUP BY USERalias0.NAME HAVING AVG ( REVIEWalias0.RATING ) < 3 ;",5326.488018035889,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , REVIEW AS REVIEWalias0 WHERE REVIEWalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID AND REVIEWalias0.MONTH = ""April"" GROUP BY BUSINESSalias0.NAME ORDER BY COUNT( DISTINCT ( REVIEWalias0.TEXT ) ) DESC LIMIT 1 ;",4512.577056884766,yelp,mysql
"SELECT BUSINESSalias0.NAME FROM BUSINESS AS BUSINESSalias0 , CATEGORY AS CATEGORYalias0 WHERE CATEGORYalias0.BUSINESS_ID = BUSINESSalias0.BUSINESS_ID GROUP BY BUSINESSalias0.NAME ORDER BY COUNT( DISTINCT ( CATEGORYalias0.CATEGORY_NAME ) ) DESC LIMIT 1 ;",422.48010635375977,yelp,mysql
