query,runtime (ms),query_complexity,runtime_boolean,table_size,length
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 inner join course_prerequisite as course_prerequisitealias0 on coursealias0course_id course_prerequisitealias0pre_course_id inner join course as coursealias1 on coursealias1course_id course_prerequisitealias0course_id inner join course_offering as course_offeringalias0 on coursealias1course_id course_offeringalias0course_id inner join gsi as gsialias0 on gsialias0course_offering_id course_offeringalias0offering_id inner join student as studentalias0 on studentalias0student_id gsialias0student_id where studentalias0firstname like jane and studentalias0lastname like smith ,0.4258155822753906,1,0,174714,57
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from course as coursealias0 inner join area as areaalias0 on coursealias0course_id areaalias0course_id inner join course_offering as course_offeringalias0 on coursealias0course_id course_offeringalias0course_id inner join semester as semesteralias0 on semesteralias0semester_id course_offeringalias0semester where areaalias0area like hardware and semesteralias0semester in sp su ss and semesteralias0year 2016 ,1.2371540069580078,1,0,163357,47
select distinct instructoralias0name from instructor as instructoralias0 inner join offering_instructor as offering_instructoralias0 on offering_instructoralias0instructor_id instructoralias0instructor_id inner join course_offering as course_offeringalias0 on offering_instructoralias0offering_id course_offeringalias0offering_id inner join area as areaalias0 on course_offeringalias0course_id areaalias0course_id where areaalias0area like hardware ,2.3031234741210938,1,0,320885,35
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 inner join course_prerequisite as course_prerequisitealias0 on coursealias0course_id course_prerequisitealias0pre_course_id inner join course as coursealias1 on coursealias1course_id course_prerequisitealias0course_id inner join area as areaalias0 on coursealias0course_id areaalias0course_id where areaalias0area like hardware and coursealias1department eecs and coursealias1number 545 ,0.5719661712646484,1,0,23025,43
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 inner join student_record as student_recordalias0 on student_recordalias0course_id coursealias0course_id inner join program_course as program_coursealias0 on student_recordalias0course_id program_coursealias0course_id where program_coursealias0category like mde and student_recordalias0student_id 1 ,0.4129409790039062,1,0,11578,32
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 inner join student_record as student_recordalias0 on student_recordalias0course_id coursealias0course_id inner join area as areaalias0 on student_recordalias0course_id areaalias0course_id where areaalias0area like hardware and student_recordalias0student_id 1 ,0.4591941833496094,1,0,11615,32
select distinct derived_tablealias0derived_fieldalias1 from select areaalias0area as derived_fieldalias0 count as derived_fieldalias1 from area as areaalias0 inner join student_record as student_recordalias0 on student_recordalias0course_id areaalias0course_id where student_recordalias0grade like a and student_recordalias0student_id 1 group by areaalias0area as derived_tablealias0 where derived_tablealias0derived_fieldalias1 select count as derived_fieldalias2 from area as areaalias1 student_record as student_recordalias1 where student_recordalias1course_id areaalias1course_id and student_recordalias1grade like a and student_recordalias1student_id 1 group by areaalias1area order by derived_fieldalias2 desc limit 1 ,0.6966590881347656,1,0,324,67
select distinct student_recordalias0grade from student_record as student_recordalias0 inner join offering_instructor as offering_instructoralias0 on student_recordalias0offering_id offering_instructoralias0offering_id inner join instructor as instructoralias0 on offering_instructoralias0instructor_id instructoralias0instructor_id where lower instructoralias0name like deorio and student_recordalias0student_id 1 ,0.3750324249267578,1,0,169141,31
select distinct coursealias0department from course as coursealias0 where coursealias0name like discrete math ,4.899024963378906,1,1,11453,12
select distinct coursealias0department coursealias0name coursealias0number program_coursealias0workload from course as coursealias0 inner join student_record as student_recordalias0 on student_recordalias0course_id coursealias0course_id inner join program_course as program_coursealias0 on program_coursealias0course_id coursealias0course_id where coursealias0department eecs and program_coursealias0workload select max program_coursealias1workload from program_course as program_coursealias1 inner join course as coursealias1 on program_coursealias1course_id coursealias1course_id where coursealias1department eecs and student_recordalias0student_id 1 ,0.7030963897705078,1,0,23070,52
select distinct coursealias0department coursealias0name coursealias0number program_coursealias0workload from course as coursealias0 inner join student_record as student_recordalias0 on student_recordalias0course_id coursealias0course_id inner join program_course as program_coursealias0 on program_coursealias0course_id coursealias0course_id where program_coursealias0workload select max program_coursealias1workload from program_course as program_coursealias1 inner join student_record as student_recordalias1 on student_recordalias1course_id program_coursealias1course_id where student_recordalias1student_id 1 and student_recordalias0student_id 1 ,0.5841255187988281,1,0,11703,49
select count 0 from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where course_offeringalias0start_time 120000 and course_offeringalias0start_time 080000 and coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number 281 and semesteralias0semester wn and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,5.047082901000977,0,1,163281,37
select count 0 from course as coursealias0 inner join course_offering as course_offeringalias0 on coursealias0course_id course_offeringalias0course_id inner join semester as semesteralias0 on semesteralias0semester_id course_offeringalias0semester where coursealias0number 492 or coursealias0number 445 and course_offeringalias0end_time 170000 and semesteralias0semester wn and semesteralias0year 2016 ,6.197929382324219,1,1,163281,38
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from select student_recordalias0course_id from student_record as student_recordalias0 where student_recordalias0earn_credit y and student_recordalias0student_id 1 as derived_tablealias0 course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where semesteralias0semester fa and semesteralias0year 2016 or semesteralias0semester wn and semesteralias0year 2017 and coursealias0course_id course_offeringalias0course_id and coursealias0course_id not in derived_tablealias0course_id and coursealias0course_id not in select distinct course_prerequisitealias0course_id from course_prerequisite as course_prerequisitealias0 where course_prerequisitealias0pre_course_id not in derived_tablealias0course_id and coursealias0department eecs and coursealias0number between 400 and 400 100 and semesteralias0semester_id course_offeringalias0semester ,7.803916931152344,1,1,163410,79
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from select student_recordalias0course_id from student_record as student_recordalias0 where student_recordalias0earn_credit y and student_recordalias0student_id 1 as derived_tablealias0 course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0course_id not in derived_tablealias0course_id and coursealias0course_id not in select distinct course_prerequisitealias0course_id from course_prerequisite as course_prerequisitealias0 where course_prerequisitealias0pre_course_id not in derived_tablealias0course_id and coursealias0department eecs and coursealias0number between 400 and 400 100 and semesteralias0semester in sp ss su and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,7.211923599243164,1,1,163410,76
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where semesteralias0semester fa and semesteralias0year 2016 or semesteralias0semester wn and semesteralias0year 2017 and coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number between 400 and 400 100 and semesteralias0semester_id course_offeringalias0semester ,4.882097244262695,1,1,163281,44
select distinct coursealias0department coursealias0name coursealias0number from course as coursealias0 inner join course_offering as course_offeringalias0 on coursealias0course_id course_offeringalias0course_id inner join semester as semesteralias0 on semesteralias0semester_id course_offeringalias0semester inner join program_course as program_coursealias0 on program_coursealias0course_id coursealias0course_id where coursealias0department eecs and program_coursealias0category like ulcs and semesteralias0semester in sp ss su and semesteralias0year 2016 ,1.430988311767578,1,0,163320,49
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from course as coursealias0 inner join course_offering as course_offeringalias0 on coursealias0course_id course_offeringalias0course_id inner join semester as semesteralias0 on semesteralias0semester_id course_offeringalias0semester inner join program_course as program_coursealias0 on program_coursealias0course_id course_offeringalias0course_id where program_coursealias0category like mde and semesteralias0semester in fa wn and semesteralias0year 2016 ,0.8368492126464844,1,0,163320,46
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from select student_recordalias0course_id from student_record as student_recordalias0 where student_recordalias0earn_credit y and student_recordalias0student_id 1 as derived_tablealias0 course as coursealias0 course_offering as course_offeringalias0 program_course as program_coursealias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0course_id not in derived_tablealias0course_id and coursealias0course_id not in select distinct course_prerequisitealias0course_id from course_prerequisite as course_prerequisitealias0 where course_prerequisitealias0pre_course_id not in derived_tablealias0course_id and coursealias0department eecs and program_coursealias0category like mde and program_coursealias0course_id course_offeringalias0course_id and semesteralias0semester in fa wn and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,1.290082931518555,1,0,163449,78
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from course as coursealias0 inner join course_offering as course_offeringalias0 on coursealias0course_id course_offeringalias0course_id inner join semester as semesteralias0 on semesteralias0semester_id course_offeringalias0semester inner join program_course as program_coursealias0 on program_coursealias0course_id course_offeringalias0course_id where program_coursealias0category like mde and semesteralias0semester in sp ss su and semesteralias0year 2016 ,0.6380081176757812,1,0,163320,47
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number between 400 and 400 100 and semesteralias0semester in fa wn and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,5.456209182739258,1,1,163281,40
select count distinct coursealias0course_id semesteralias0semester from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number between 400 and 400 100 and semesteralias0semester in sp ss su and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,7.350921630859375,1,1,163281,40
select count distinct coursealias0course_id semesteralias0semester from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number between 400 and 400 100 and semesteralias0semester in fa wn and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,5.644083023071289,1,1,163281,39
select count 0 from select student_recordalias0course_id from student_record as student_recordalias0 where student_recordalias0earn_credit y and student_recordalias0student_id 1 as derived_tablealias0 course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0course_id not in derived_tablealias0course_id and coursealias0course_id not in select distinct course_prerequisitealias0course_id from course_prerequisite as course_prerequisitealias0 where course_prerequisitealias0pre_course_id not in derived_tablealias0course_id and coursealias0department eecs and coursealias0number 370 and semesteralias0semester su and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,6.061792373657227,1,1,163410,66
select distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from course as coursealias0 inner join area as areaalias0 on coursealias0course_id areaalias0course_id inner join course_offering as course_offeringalias0 on coursealias0course_id course_offeringalias0course_id inner join semester as semesteralias0 on semesteralias0semester_id course_offeringalias0semester where areaalias0area like hardware and semesteralias0semester in wn fa and semesteralias0year 2016 ,0.8442401885986328,1,0,163357,46
select count 0 from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number 270 and semesteralias0semester su and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,4.150152206420898,0,1,163281,31
select count distinct course_prerequisitealias0course_id coursealias0department coursealias0name coursealias0number from course as coursealias0 course_offering as course_offeringalias0 course_prerequisite as course_prerequisitealias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0course_id course_prerequisitealias0pre_course_id and coursealias0department eecs and semesteralias0semester wn and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 group by course_prerequisitealias0pre_course_id order by count course_prerequisitealias0course_id desc ,3.014802932739258,1,1,163324,46
select count distinct coursealias0department coursealias0name coursealias0number semesteralias0semester from course as coursealias0 course_offering as course_offeringalias0 semester as semesteralias0 where coursealias0course_id course_offeringalias0course_id and coursealias0department eecs and coursealias0number between 400 and 400 100 and semesteralias0semester in fa wn and semesteralias0semester_id course_offeringalias0semester and semesteralias0year 2016 ,6.946802139282227,1,1,163281,41
select distinct flightalias0flight_id from airport as airportalias0 airport_service as airport_servicealias0 city as cityalias0 flight as flightalias0 where airportalias0airport_code mke and cityalias0city_code airport_servicealias0city_code and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airportalias0airport_code ,5.733966827392578,1,1,23619,28
select distinct flightalias0flight_id from airport as airportalias0 flight as flightalias0 where airportalias0airport_code mke and flightalias0to_airport airportalias0airport_code ,2.540111541748047,1,0,23509,16
select distinct flightalias0flight_id from airport as airportalias0 airport as airportalias1 flight as flightalias0 where airportalias1airport_code mke and flightalias0from_airport airportalias0airport_code and flightalias0to_airport airportalias1airport_code ,4.738092422485352,1,1,23561,22
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name boston and date_dayalias0day_number 9 and date_dayalias0month_number 8 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code ,3.4301280975341797,1,1,26467,58
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 city as cityalias0 city as cityalias1 city as cityalias2 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code and cityalias2city_code airport_servicealias2city_code and cityalias2city_name boston and flightalias0to_airport airport_servicealias2airport_code and date_dayalias0day_number 9 and date_dayalias0month_number 8 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code ,16.678333282470703,1,1,26577,64
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and cityalias1city_code airport_servicealias1city_code and cityalias1city_name boston and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and date_dayalias0day_number 9 and date_dayalias0month_number 8 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code ,1.4581680297851562,1,0,26467,58
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name denver and date_dayalias0day_number 9 and date_dayalias0month_number 8 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code and flightalias0from_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and flightalias0to_airport airport_servicealias0airport_code ,1.364946365356445,1,0,26467,58
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 city as cityalias0 city as cityalias1 city as cityalias2 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code and cityalias2city_code airport_servicealias2city_code and cityalias2city_name boston and date_dayalias0day_number 9 and date_dayalias0month_number 8 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code and flightalias0to_airport airport_servicealias2airport_code ,15.47861099243164,1,1,26577,64
select distinct flightalias0flight_id from airline as airlinealias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 where date_dayalias0day_number 9 and date_dayalias0month_number 8 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0airline_code airlinealias0airline_code and flightalias0flight_days daysalias0days_code and cityalias1city_code airport_servicealias1city_code and cityalias1city_name boston and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code ,1.6210079193115234,1,0,26513,64
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0flight_days in select daysalias0days_code from days as daysalias0 where daysalias0day_name in select date_dayalias0day_name from date_day as date_dayalias0 where date_dayalias0day_number 9 and date_dayalias0month_number 8 and date_dayalias0year 1991 and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name boston and flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name denver ,1.2638568878173828,1,0,26467,76
select distinct farealias0fare_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 fare as farealias0 flight as flightalias0 flight_fare as flight_farealias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and cityalias1city_code airport_servicealias1city_code and cityalias1city_name atlanta and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and farealias0one_direction_cost select max farealias1one_direction_cost from airport_service as airport_servicealias2 airport_service as airport_servicealias3 city as cityalias2 city as cityalias3 fare as farealias1 flight as flightalias1 flight_fare as flight_farealias1 where cityalias2city_code airport_servicealias2city_code and cityalias2city_name boston and cityalias3city_code airport_servicealias3city_code and cityalias3city_name atlanta and flightalias1from_airport airport_servicealias2airport_code and flightalias1to_airport airport_servicealias3airport_code and farealias1round_trip_required no and flight_farealias1fare_id farealias1fare_id and flightalias1airline_code aa and flightalias1flight_id flight_farealias1flight_id and flight_farealias0fare_id farealias0fare_id and flightalias0airline_code aa and flightalias0flight_id flight_farealias0flight_id ,3.1099319458007812,1,1,214318,109
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 days as daysalias0 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name philadelphia and daysalias0day_name saturday and flightalias0flight_days daysalias0days_code and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code ,1.21307373046875,1,0,23910,46
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0flight_days in select daysalias0days_code from days as daysalias0 where daysalias0day_name saturday and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name philadelphia and flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name denver ,1.1739730834960938,1,0,23910,61
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name chicago and cityalias1city_code airport_servicealias1city_code and cityalias1city_name milwaukee and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code ,1.816987991333008,1,0,23677,37
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name chicago and cityalias0state_code state_code0 and cityalias1city_code airport_servicealias1city_code and cityalias1city_name milwaukee and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code ,0.5769729614257812,1,0,23677,40
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name chicago and cityalias1city_code airport_servicealias1city_code and cityalias1city_name milwaukee and cityalias1state_code state_code0 and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code ,0.5881786346435547,1,0,23677,40
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name milwaukee and cityalias1city_code airport_servicealias1city_code and cityalias1city_name chicago and flightalias0from_airport airport_servicealias1airport_code and flightalias0to_airport airport_servicealias0airport_code ,1.2660026550292969,1,0,23677,37
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 state as statealias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name chicago and cityalias1city_code airport_servicealias1city_code and cityalias1city_name milwaukee and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and statealias0state_code state_code0 and statealias0state_code cityalias1state_code ,1.2280941009521484,1,0,23703,46
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 city as cityalias0 city as cityalias1 city as cityalias2 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name chicago and flightalias0from_airport airport_servicealias0airport_code and cityalias2city_code airport_servicealias2city_code and cityalias2city_name milwaukee and flightalias0to_airport airport_servicealias2airport_code ,10.658979415893556,1,1,23787,43
select distinct flightalias0airline_code flightalias0flight_number from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name chicago and cityalias1city_code airport_servicealias1city_code and cityalias1city_name milwaukee and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code ,1.3909339904785156,1,0,23677,38
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name chicago and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name milwaukee ,1.2259483337402344,1,0,23677,49
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name chicago and cityalias0state_code state_code0 and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name milwaukee ,0.5838871002197266,1,0,23677,52
select distinct farealias0fare_id from fare as farealias0 where farealias0fare_id in select flight_farealias0fare_id from flight_fare as flight_farealias0 where flight_farealias0flight_id in select flightalias0flight_id from flight as flightalias0 where flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name chicago and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name milwaukee ,2.343893051147461,1,0,107159,67
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0flight_id in select flight_farealias0flight_id from flight_fare as flight_farealias0 where flight_farealias0fare_id in select farealias0fare_id from fare as farealias0 where farealias0fare_basis_code in select fare_basisalias0fare_basis_code from fare_basis as fare_basisalias0 where fare_basisalias0booking_class in select class_of_servicealias0booking_class from class_of_service as class_of_servicealias0 where not class_of_servicealias0booking_class is null and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name milwaukee and flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name chicago ,3.070831298828125,1,1,107238,90
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 city as cityalias0 city as cityalias1 city as cityalias2 flight as flightalias0 flight_stop as flight_stopalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name atlanta and cityalias2city_code airport_servicealias2city_code and cityalias2city_name pittsburgh and flight_stopalias0stop_airport airport_servicealias2airport_code and flightalias0flight_id flight_stopalias0flight_id and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code ,1.6398429870605469,1,0,37351,58
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name atlanta and cityalias1city_code airport_servicealias1city_code and cityalias1city_name pittsburgh and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code or cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and cityalias1city_code airport_servicealias1city_code and cityalias1city_name atlanta and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code ,1.3761520385742188,1,0,23677,55
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0flight_id in select flight_stopalias0flight_id from flight_stop as flight_stopalias0 where flight_stopalias0stop_airport in select airport_servicealias2airport_code from airport_service as airport_servicealias2 where airport_servicealias2city_code in select cityalias2city_code from city as cityalias2 where cityalias2city_name atlanta and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name pittsburgh and flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name denver ,1.1241436004638672,1,0,37351,79
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name baltimore and cityalias1city_code airport_servicealias1city_code and cityalias1city_name atlanta and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code or cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and cityalias1city_code airport_servicealias1city_code and cityalias1city_name atlanta and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and flightalias0arrival_time 1200 ,1.530170440673828,1,0,23677,58
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name san francisco and flightalias0departure_time 819 and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code ,0.576019287109375,1,0,23677,41
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 city as cityalias0 city as cityalias1 city as cityalias2 fare as farealias0 flight as flightalias0 flight_fare as flight_farealias0 flight_stop as flight_stopalias0 where cityalias2city_code airport_servicealias2city_code and cityalias2city_name kansas city and farealias0round_trip_cost is not null and flight_farealias0fare_id farealias0fare_id and flight_stopalias0stop_airport airport_servicealias2airport_code and flightalias0flight_id flight_farealias0flight_id and flightalias0flight_id flight_stopalias0flight_id and cityalias1city_code airport_servicealias1city_code and cityalias1city_name minneapolis and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name orlando and flightalias0from_airport airport_servicealias0airport_code ,3.1058788299560547,1,1,120833,76
